"pui","Problem","Abstract","ApiAbstract"
"38222240","false","A man in his 40s complained of posterior neck pain and headache after a local festival. The patient also developed mild fever, odynophagia, and difficulty opening his mouth widely. Physical examination revealed mild rightward torticollis and limited ranges of neck motion. A neck computed tomography (CT) revealed calcification on the tendon of the lingus colli muscle. The pain decreased rapidly after acetaminophen and loxoprofen administration. Physicians should recognize the clinical characteristics of acute calcific tendinitis of the longus colli muscle (ACTLC) and conduct thorough follow-ups to exclude infection.",
"38222217","false","Epstein-Barr virus (EBV), a member of the Herpesviridae family, is widely distributed and highly prevalent worldwide. It is known to cause infectious mononucleosis, characterized by symptoms such as fever, pharyngitis, lymphadenopathy, and atypical lymphocytosis in adults. In the pediatric population, acute EBV infection is typically asymptomatic.  Acute cholecystitis, on the other hand, refers to acute inflammation within the gallbladder, typically due to the obstruction of the cystic duct secondary to gallstones. Patients will often present with right upper quadrant pain positive for Murphy sign, among other manifestations such as fever, fatigue, and jaundice. EBV and acute cholecystitis rarely coincide with one another. This abstract presents a comprehensive analysis of a clinical case that illustrates how an EBV infection obscured the clinical presentation of acute cholecystitis. This case underscores the necessity for a nuanced approach to the diagnosis, especially when the standard of care diagnostic criteria become inconclusive. However, hepatocellular injury as a result of EBV infection is rare. In this case report, we present the case of a 19-year-old male who developed EBV-induced hepatitis, emphasizing the importance of considering EBV as a potential cause in similar clinical scenarios.",
"38222952","true","UNLABELLED:Autoimmune hepatitis (AIH) accounts for cases of chronic liver disease with greater incidence in females than males. It has a bimodal distribution in the age group peaking around pubertal periods and later in the fourth to sixth decade of life. It is characterized by continual hepatocellular inflammation and necrosis which bears the potential to progress to fibrosis and cirrhosis. Approximately a third of the patients manifest with features of acute hepatitis while some patients may progress to chronic liver disease with acute liver failure manifesting in the form of jaundice and coagulopathy. Management has long involved administration of corticosteroids alone or in association with other immunosuppressants like azathioprine to achieve long-term remission. Response to therapy is significantly variable as few patients achieve remission while some may relapse, thereby becoming candidates requiring lifelong therapy. It can either present as insidious onset or acute with manifestations ranging broadly from fatigue malaise, lethargy right upper quadrant pain weight loss anorexia, and jaundice, where up to one-third of patients may have progressed to frank cirrhosis at the time of diagnosis. A 62-year female presented with complaints of facial puffiness more around the eyes, associated with profoundly reduced appetite, yellowish discoloration of the skin, conjunctiva since 1 month, and sudden onset generalized itching not associated with fever, joint pains, weight loss, vomiting, loose stools, rash, or bleeding manifestations. She was admitted for further evaluation and workup. Liver function test revealed predominant unconjugated hyperbilirubinemia with direct bilirubin of 0.7 mg/dL and indirect bilirubin of 1.6 mg/day and transaminitis. Further investigations showed significantly elevated immunoglobulin G (IgG) and 1:80 titer of antinuclear antibodies (ANAs). In view of the high suspicion of autoimmune etiologies, the patient was subjected to a liver biopsy that confirmed cirrhosis with moderate interface hepatitis in the background of negative viral serologies and substance abuse history. She was started on a steroid course on a monthly follow-up basis to ensure biochemical remission.HOW TO CITE THIS ARTICLE:. Case of Autoimmune Hepatitis. Euroasian J Hepatogastroenterol 2023;13(2):166-168.","UNLABELLED:Autoimmune hepatitis (AIH) accounts for cases of chronic liver disease with greater incidence in females than males. It has a bimodal distribution in the age group peaking around pubertal periods and later in the fourth to sixth decade of life. It is characterized by continual hepatocellular inflammation and necrosis which bears the potential to progress to fibrosis and cirrhosis. Approximately a third of the patients manifest with features of acute hepatitis while some patients may progress to chronic liver disease with acute liver failure manifesting in the form of jaundice and coagulopathy. Management has long involved administration of corticosteroids alone or in association with other immunosuppressants like azathioprine to achieve long-term remission. Response to therapy is significantly variable as few patients achieve remission while some may relapse, thereby becoming candidates requiring lifelong therapy. It can either present as insidious onset or acute with manifestations ranging broadly from fatigue malaise, lethargy right upper quadrant pain weight loss anorexia, and jaundice, where up to one-third of patients may have progressed to frank cirrhosis at the time of diagnosis. A 62-year female presented with complaints of facial puffiness more around the eyes, associated with profoundly reduced appetite, yellowish discoloration of the skin, conjunctiva since 1 month, and sudden onset generalized itching not associated with fever, joint pains, weight loss, vomiting, loose stools, rash, or bleeding manifestations. She was admitted for further evaluation and workup. Liver function test revealed predominant unconjugated hyperbilirubinemia with direct bilirubin of 0.7 mg/dL and indirect bilirubin of 1.6 mg/day and transaminitis. Further investigations showed significantly elevated immunoglobulin G (IgG) and 1:80 titer of antinuclear antibodies (ANAs). In view of the high suspicion of autoimmune etiologies, the patient was subjected to a liver biopsy that confirmed cirrhosis with moderate interface hepatitis in the background of negative viral serologies and substance abuse history. She was started on a steroid course on a monthly follow-up basis to ensure biochemical remission."
"38225276","false","Bacterial T cell superantigens (SAgs) are a family of microbial exotoxins that function to activate large numbers of T cells simultaneously. SAgs activate T cells by direct binding and crosslinking of the lateral regions of MHC class II molecules on antigen-presenting cells with T cell receptors (TCRs) on T cells; these interactions alter the normal TCR-peptide-MHC class II architecture to activate T cells in a manner that is independent of the antigen specificity of the TCR. SAgs have well-recognized, central roles in human diseases such as toxic shock syndrome and scarlet fever through their quantitative effects on the T cell response; in addition, numerous other consequences of SAg-driven T cell activation are now being recognized, including direct roles in the pathogenesis of endocarditis, bloodstream infections, skin disease and pharyngitis. In this Review, we summarize the expanding family of bacterial SAgs and how these toxins can engage highly diverse adaptive immune receptors. We highlight recent findings regarding how SAg-driven manipulation of the adaptive immune response may operate in multiple human diseases, as well as contributing to the biology and life cycle of SAg-producing bacterial pathogens.",
"38222007","true"," cystic duct leaks and stricture lesions in whom early ERCP is encouraged. Sphincterotomy plus stenting is the ideal management line for cases of IBDIs. Interventional radiologic techniques are promising options especially for cases of failed endoscopic repair and also for cases with altered anatomy. Future studies will solve many unsolved issues in the management of IBDIs.","Post-cholecystectomy iatrogenic bile duct injuries (IBDIs), are not uncommon and although the frequency of IBDIs vary across the literature, the rates following the procedure of laparoscopic cholecystectomy are much higher than open cholecystectomy. These injuries caries a great burden on the patients, physicians and the health care systems and sometime are life-threatening. IBDIs are associated with different manifestations that are not limited to abdominal pain, bile leaks from the surgical drains, peritonitis with fever and sometimes jaundice. Such injuries if not witnessed during the surgery, can be diagnosed by combining clinical manifestations, biochemical tests and imaging techniques. Among such techniques abdominal US is usually the first choice while Magnetic Resonance Cholangio-Pancreatography seems the most appropriate. Surgical approach was the ideal approach for such cases, however the introduction of Endoscopic Retrograde Cholangio-Pancreatography (ERCP) was a paradigm shift in the management of such injuries due to accepted success rates, lower cost and lower rates of associated morbidity and mortality. However, the literature lacks consensus for the optimal timing of ERCP intervention in the management of IBDIs. ERCP management of IBDIs can be tailored according to the nature of the underlying injury. For the subgroup of patients with complete bile duct ligation and lost ductal continuity, transfer to surgery is indicated without delay. Those patients will not benefit from endoscopy and hence should not do unnecessary ERCP. For low-flow leaks <i>e.g.</i> gallbladder bed leaks, conservative management for 1-2 wk prior to ERCP is advised, in contrary to high-flow leaks <i>e.g.</i> cystic duct leaks and stricture lesions in whom early ERCP is encouraged. Sphincterotomy plus stenting is the ideal management line for cases of IBDIs. Interventional radiologic techniques are promising options especially for cases of failed endoscopic repair and also for cases with altered anatomy. Future studies will solve many unsolved issues in the management of IBDIs."
"38222745","true","BACKGROUND:Ecthyma contagiosum, sometimes referred to as human orf, is a zoonotic disease caused by the orf virus that is mostly acquired by coming into contact with diseased animals such as sheep or goats. The orf virus, a DNA virus belonging to the Poxviridae family, infects epidermal keratinocytes via breaking down the skin barrier, which can be caused by burns or wounds. The accompanying characteristic skin lesions can take on a range of morphologies depending on the infection's stage; lesions that are crusted, papillomatous, maculopapular, targetoid, and nodular can occur before clearing up. In addition to the lips and corners of the mouth, infected animals may also have lesions on the neck, vulva, and teeth. Skin sores caused by Ecthyma contagiousum discharge the orf virus into the environment.CASE PRESENTATION:A 4-month-old male infant with no medical history brought himself to the dermatology clinic with a minor fever and a skin lesion on his nose. An orf virus infection was discovered in the newborn through blood culture and PCR testing. For a subsequent infection, the patient received fusidic acid cream, an antibiotic, and an antipyretic. Following a follow-up of 3 months, the lesion vanished entirely.CONCLUSION:Rarely, as in our instance, are orf nodules seen somewhere else than the hands. In order to appropriately treat a patient without fear, clinicians should keep this in mind, especially if they come up with a history similar to that of our patient.",""
"38225068","true"," values were established to facilitate the swift prediction of knockdown resistance levels to various pyrethroids based on VGSC mutation frequency. This predictive approach aims to guide insecticide usage and the management of pyrethroid resistance in the field populations of Ae. aegypti in Taiwan.","Aedes aegypti, the primary vector responsible for transmitting dengue fever in southern Taiwan, has developed a relatively high resistance to synthetic pyrethroids. It has evolved four amino acid substitutions in the voltage-gated sodium channel (VGSC), namely S996P, V1023G, F1565C, and D1794Y. To unveil the distribution and correlation of VGSC mutations and pyrethroid resistance among different field populations, Ae. aegypti collected from various districts in Kaohsiung and Tainan Cities underwent tests for resistance development against different pyrethroids and frequency of S996P, V1023G, F1565C, and D1794Y substitutions. The adult knockdown assay revealed a relatively high knockdown resistance in the Ae. aegypti populations from Kaohsiung and Tainan against permethrin, cypermethrin, and fenvalerate (averaging >50-fold). Conversely, less resistance was observed against α-cypermethrin, deltamethrin, λ-cyhalothrin, cyfluthrin, and etofenprox (averaging <35-fold). Using Polymerase Chain Reaction/restriction fragment length polymorphism analysis, four mutant haplotypes were identified in these field populations. Notably, the S<sub>IA</sub>VFD and S<sub>IB</sub>VFD wild haplotypes were absent. Analysis utilizing IBM SPSS Statistics 20.0 and Spearman's rank correlation coefficient indicated that Haplotype C (P<sub>IA</sub>GFD), especially P allele, frequency displayed a significant positive correlation with five Type II pyrethroid resistance, while 1023G and 1023G/G exhibited a significant association with permethrin and fevalerate resistance. Conversely, Haplotype E (S<sub>IB</sub>VCD) negatively correlated with pyrethroid resistance, particularly fenvalerate resistance (-0.776). Haplotype C and E were the most prevalent and widely distributed among the investigated field populations. This prevalence of haplotype C is likely tied to the extensive and excessive use of Type II pyrethroids for dengue control over the past three decades. Given the significant positive correlation, the best-fit lines and R<sup>2</sup> values were established to facilitate the swift prediction of knockdown resistance levels to various pyrethroids based on VGSC mutation frequency. This predictive approach aims to guide insecticide usage and the management of pyrethroid resistance in the field populations of Ae. aegypti in Taiwan."
"38223863","false","DRESS related to first-line antituberculosis drugs (ATD) is a challenging diagnosis. With a long-lasting combined treatment of 4-concomitantly administrated drugs, identification of the culprit drug remains difficult and may expose patients to treatment interruption and affect their outcome. A 42-year-old female, treated with isoniazid, rifampicin, pyrazinamide and ethambutol for multifocal tuberculosis, developed, 40 days later, hyperthermia, facial edema, cervical lymphadenopathy and generalized exanthema. Biological test results revealed eosinophilia, atypical lymphocytes, and liver injury. DRESS was suspected, and ATD were withdrawn. As patch tests for the 4 ATD showed negative results, we decided to reintroduce pyrazinamide, ethambutol and rifampicin separately with a 3-day interval. Pyrazinamide and rifampicin were tolerated. However, after receiving ethambutol, she developed fever and generalized rash, with no biological abnormalities. Since ethambutol was claimed to be the culprit drug, isoniazid was added, and 10 hours later, the patient developed fever, facial edema, generalized rash, eosinophilia and liver injury. This clinical and biological pattern resolved 2 weeks later. This report suggests a hypersensitivity relapse to ethambutol after isoniazid-induced DRESS.",
"38223393","true",", 32 h later GnRH, and 16 to 18 h later timed artificial insemination) for first service at 72 ± 3 d in milk. Pregnancy was diagnosed at 32 and 60 d post-AI via transrectal ultrasonography. Pregnancy loss was defined as the proportion of cows diagnosed pregnant 32 d post-artificial insemination that were diagnosed nonpregnant 60 d post-artificial insemination. Health-related events (i.e., milk fever [MF], hyperketonemia [KET], retained fetal membranes [RFM], metritis, mastitis, left displaced abomasum [LDA]) were assessed by farm personnel using standard operating procedures. Multivariable logistic regression was used for testing potential associations between transition cow health event occurrence and outcome variables, including P/AI and PL. Three separate models were built for cows in first lactation, second lactation, and ≥third lactation. Overall, 20.0% (885/4,430), 34.9% (1,391/3,989), and 53.9% (3,570/6,622) of cows had at least one transition cow health event for first, second, and ≥third lactations, respectively. The most prevalent transition cow health event for first-lactation cows was metritis (10.7%; [473/4,430]), whereas second-lactation cows suffered mostly from mastitis (16.6%; [664/3,989] and KET (16.6%; [661/3,989]), and cows with ≥third lactations were mostly affected by KET (33.2%; [2,198/6,622]). We observed a negative association between inflammatory disorders (i.e., RFM, metritis, mastitis) and P/AI in all cows irrespective of parity. Metabolic disorders (i.e., MF, KET, LDA) were negatively associated with P/AI only in multiparous cows. Irrespective of parity, only uterine diseases (i.e., RFM, metritis) were significantly associated with PL. These results show that enrolling cows into a fertility protocol, such as DO, cannot overcome the carryover effects of inflammatory and metabolic disorders on P/AI and PL and highlight the importance of optimizing transition cow health as a prerequisite for achieving high fertility in a DO protocol.","This observational study was conducted to evaluate the effect of transition cow health on pregnancy per artificial insemination (P/AI) and pregnancy loss (PL) in cows submitted to a Double-Ovsynch protocol (DO) for first service. Lactating Holstein cows (n = 15,041) from one commercial dairy farm in northern Germany between January 2015 to December 2021 were enrolled into a modified Double-Ovsynch protocol (GnRH, 7 d later PGF<sub>2α</sub>, 3 d later GnRH, 7 d later GnRH, 7 d later PGF<sub>2α</sub>, 24 h later PGF<sub>2α</sub>, 32 h later GnRH, and 16 to 18 h later timed artificial insemination) for first service at 72 ± 3 d in milk. Pregnancy was diagnosed at 32 and 60 d post-AI via transrectal ultrasonography. Pregnancy loss was defined as the proportion of cows diagnosed pregnant 32 d post-artificial insemination that were diagnosed nonpregnant 60 d post-artificial insemination. Health-related events (i.e., milk fever [MF], hyperketonemia [KET], retained fetal membranes [RFM], metritis, mastitis, left displaced abomasum [LDA]) were assessed by farm personnel using standard operating procedures. Multivariable logistic regression was used for testing potential associations between transition cow health event occurrence and outcome variables, including P/AI and PL. Three separate models were built for cows in first lactation, second lactation, and ≥third lactation. Overall, 20.0% (885/4,430), 34.9% (1,391/3,989), and 53.9% (3,570/6,622) of cows had at least one transition cow health event for first, second, and ≥third lactations, respectively. The most prevalent transition cow health event for first-lactation cows was metritis (10.7%; [473/4,430]), whereas second-lactation cows suffered mostly from mastitis (16.6%; [664/3,989] and KET (16.6%; [661/3,989]), and cows with ≥third lactations were mostly affected by KET (33.2%; [2,198/6,622]). We observed a negative association between inflammatory disorders (i.e., RFM, metritis, mastitis) and P/AI in all cows irrespective of parity. Metabolic disorders (i.e., MF, KET, LDA) were negatively associated with P/AI only in multiparous cows. Irrespective of parity, only uterine diseases (i.e., RFM, metritis) were significantly associated with PL. These results show that enrolling cows into a fertility protocol, such as DO, cannot overcome the carryover effects of inflammatory and metabolic disorders on P/AI and PL and highlight the importance of optimizing transition cow health as a prerequisite for achieving high fertility in a DO protocol."
"38221930","true"," and multiple anaerobes, and his condition was effectively controlled after timely adjustment of the antibiotic regimen. Treating postoperative infections with multiple concurrent conditions can be challenging. mNGS is valuable for the accurate diagnosis and treatment of infections, as it not only can further verify the culture results, but also assist clinicians in ruling out pulmonary infection caused by hematogenous dissemination after IHR in patients.","Infection following inguinal hernia repair (IHR) is uncommon. Rational use of antibiotics can significantly improve the prognosis of patients. However, accurately identifying the pathogen involved is usually challenging. This case report describes a patient who developed intermittent fever after undergoing open preperitoneal tension-free repair of a bilateral inguinal hernia. The scrotal fluid specimen was cultured and subjected to metagenomic next-generation sequencing (mNGS). Culture revealed the presence of <i>Enterococcus faecalis</i> (a facultative anaerobe). However, mNGS detected <i>E. faecalis</i> along with multiple anaerobic bacteria including <i>Bacteroides thetaiotaomicron</i>, <i>Parabacteroides distasonis</i>, and <i>Levyella massiliensis</i>. The patient was finally diagnosed with a mixed infection of <i>E. faecalis</i> and multiple anaerobes, and his condition was effectively controlled after timely adjustment of the antibiotic regimen. Treating postoperative infections with multiple concurrent conditions can be challenging. mNGS is valuable for the accurate diagnosis and treatment of infections, as it not only can further verify the culture results, but also assist clinicians in ruling out pulmonary infection caused by hematogenous dissemination after IHR in patients."
"38222121","true",". On day 29 of antibiotic treatment, persistent fever and neurological deterioration prompted the diagnosis of multiple brain and medullary tuberculomas, some surrounded by edema. Laboratory investigations ruled out meningitis and subtherapeutic drug concentrations. To enhance cerebrospinal fluid penetration, ethambutol was replaced with levofloxacin on day 30, and rifampicin doses were increased to 30 mg/kg. Dexamethasone was introduced on day 30 to address the paradoxical response to antituberculosis therapy, but neurological deterioration persisted, leading to hemiparesis and coma, with concurrent development of acute respiratory distress syndrome. As salvage therapy, an anti-tumor necrosis factor agent, infliximab (IFX), was administered on day 40. Rapid clinical improvement was observed, marked by awakening and subsequent weaning from respiratory ventilation just eight days after the first IFX infusion. The patient was discharged from the intensive care unit 10 days post-IFX initiation, with steroids discontinued one month after IFX introduction. Both antituberculosis treatment and IFX infusions (seven in total) were maintained for one year. Clinical and radiological evaluation at one year demonstrated complete clinical and radiological recovery.","We report the case of a 42-year-old immunocompetent Indian patient presenting with miliary tuberculosis complicated by respiratory failure requiring intubation. Conventional quadritherapy was initiated for wild-type <i>Mycobacterium tuberculosis</i>. On day 29 of antibiotic treatment, persistent fever and neurological deterioration prompted the diagnosis of multiple brain and medullary tuberculomas, some surrounded by edema. Laboratory investigations ruled out meningitis and subtherapeutic drug concentrations. To enhance cerebrospinal fluid penetration, ethambutol was replaced with levofloxacin on day 30, and rifampicin doses were increased to 30 mg/kg. Dexamethasone was introduced on day 30 to address the paradoxical response to antituberculosis therapy, but neurological deterioration persisted, leading to hemiparesis and coma, with concurrent development of acute respiratory distress syndrome. As salvage therapy, an anti-tumor necrosis factor agent, infliximab (IFX), was administered on day 40. Rapid clinical improvement was observed, marked by awakening and subsequent weaning from respiratory ventilation just eight days after the first IFX infusion. The patient was discharged from the intensive care unit 10 days post-IFX initiation, with steroids discontinued one month after IFX introduction. Both antituberculosis treatment and IFX infusions (seven in total) were maintained for one year. Clinical and radiological evaluation at one year demonstrated complete clinical and radiological recovery."
"38222838","false","Although rare, penetrating neck injuries can have grave consequences, and are associated with high mortality rates. Individuals with cervical injuries due to wooden foreign bodies are at an increased risk of developing infectious complications. In this case, a male patient aged 27 years presented with a cervical injury indicative of a penetrating wound caused by a wooden foreign body. Computed tomography (CT) scan revealed no signs of intracranial hemorrhage or fracture. Additionally, cervical CT scan showed no evidence of cervical corpus or longus colli muscle lesions. The medical team suggested a cervical magnetic resonance imaging (MRI) examination; however, the patient's family opted out. Subsequently, the patient underwent wound debridement, which involved the extraction of a fragment of impaling wood. Two days after the procedure, the patient developed a fever and weakness of the shoulder and arm on the ipsilateral side. Following the process of re-education, the family provided consent for MRI examination. A subsequent surgical procedure was performed on the patient based on the MRI findings and clinical presentation. Residual wooden fragments were effectively extracted, resulting in positive progression of the patient's condition.",
"38222996","false","Invasive pneumococcal disease is a serious infection with an elevated case-fatality rate that can be even higher among patients with asplenia. Its impact has been blunted by the widespread use of vaccines; even recently, in 2021, two new pneumococcal conjugate vaccines emerged. The authors present a case of a 58-year-old male, splenectomised with the immunisation schedule complete, who died of invasive pneumococcal disease with a fulminant course. It is highlighted that fever in a patient with impaired splenic function is an emergency, and despite the success of immunisation in reducing pneumococcal carriage and invasive disease, serotypes continue to change. Also, the local epidemiology may help guide situations where the immunisation recommendations are dubious regarding the implementation of the new vaccines.",
"38222709","true","INTRODUCTION AND IMPORTANCE:Rhabdomyosarcoma is a malignant tumour that originates from immature muscle cells and belongs to the category of soft-tissue sarcomas. It is predominantly diagnosed in children under the age of 6. This condition can manifest within the genitourinary tract and may exhibit non-specific symptoms such as changes in bowel habits and fever. Early detection and a comprehensive, multidisciplinary approach are essential to achieving more favourable outcomes. This report highlights an uncommon case of urogenital rhabdomyosarcoma in a 15-year-old girl, in addition to the presence of a rectovaginal fistula.CASE PRESENTATION:A 15-year-old girl with presented with fever, altered bowel habits, and a lump in her lower abdomen, abdominal discomfort, and incomplete bowel evacuation. She also had faecal discharge from the vagina. Diagnostic imaging and biopsy confirmed urogenital rhabdomyosarcoma with a rectovaginal fistula. The patient is currently undergoing induction chemotherapy and is scheduled for radiation therapy and surgery.CLINICAL DISCUSSION:Rhabdomyosarcoma is a rare paediatric oncologic concern due to its aggressive nature and potential metastasis. The presentation varies based on age, tumour location, and metastasis presence. This patient presented with altered bowel habits, a pelvic mass and unusual feculent discharge, suggesting a rectovaginal fistula. Diagnostic imaging confirmed the diagnosis, and induction chemotherapy led to a positive response and reduced tumour size.CONCLUSION:Urogenital rhabdomyosarcoma is an aggressive malignancy with non-specific symptoms, making early diagnosis challenging. An accurate diagnosis requires high suspicion, imaging, and a biopsy. Multidisciplinary management, including surgery, chemotherapy, and radiation therapy, improves outcomes and improves paediatric patients' prognosis and quality of life.",""
